guideline_id,topic,text
G04643,heart failure,Demo evidence record 4643. Patients with heart failure and recurrent utilization may warrant closer post-discharge monitoring. Context: payer analytics. Use approved local policy and qualified clinical judgment. Synthetic portfolio evidence only.
G04644,chronic kidney disease,Demo evidence record 4644. Kidney-function abnormalities should be interpreted with full clinical context and longitudinal laboratory history. Context: population health. Use approved local policy and qualified clinical judgment. Synthetic portfolio evidence only.
G04645,diabetes,"Demo evidence record 4645. Diabetes management after discharge commonly includes review of medications, monitoring plans, and follow-up arrangements. Context: clinical operations. Use approved local policy and qualified clinical judgment. Synthetic portfolio evidence only."
G04646,COPD,Demo evidence record 4646. COPD with recent acute-care utilization may indicate need for structured follow-up under local protocols. Context: care management. Use approved local policy and qualified clinical judgment. Synthetic portfolio evidence only.
G04647,readmission risk,"Demo evidence record 4647. Readmission-risk models should support, not replace, clinical judgment and should be monitored for calibration and drift. Context: hospital discharge. Use approved local policy and qualified clinical judgment. Synthetic portfolio evidence only."
G04648,AI safety,Demo evidence record 4648. AI-generated clinical summaries should be grounded in source data and reviewed for unsupported claims. Context: payer analytics. Use approved local policy and qualified clinical judgment. Synthetic portfolio evidence only.
G04649,post-discharge follow-up,Demo evidence record 4649. Recent hospitalization and repeated acute-care use are important signals for care-coordination follow-up. Context: population health. Use approved local policy and qualified clinical judgment. Synthetic portfolio evidence only.
G04650,medication reconciliation,Demo evidence record 4650. Medication reconciliation after transitions of care can help identify discrepancies. Context: clinical operations. Use approved local policy and qualified clinical judgment. Synthetic portfolio evidence only.
G04651,heart failure,Demo evidence record 4651. Patients with heart failure and recurrent utilization may warrant closer post-discharge monitoring. Context: care management. Use approved local policy and qualified clinical judgment. Synthetic portfolio evidence only.
G04652,chronic kidney disease,Demo evidence record 4652. Kidney-function abnormalities should be interpreted with full clinical context and longitudinal laboratory history. Context: hospital discharge. Use approved local policy and qualified clinical judgment. Synthetic portfolio evidence only.
G04653,diabetes,"Demo evidence record 4653. Diabetes management after discharge commonly includes review of medications, monitoring plans, and follow-up arrangements. Context: payer analytics. Use approved local policy and qualified clinical judgment. Synthetic portfolio evidence only."
G04654,COPD,Demo evidence record 4654. COPD with recent acute-care utilization may indicate need for structured follow-up under local protocols. Context: population health. Use approved local policy and qualified clinical judgment. Synthetic portfolio evidence only.
G04655,readmission risk,"Demo evidence record 4655. Readmission-risk models should support, not replace, clinical judgment and should be monitored for calibration and drift. Context: clinical operations. Use approved local policy and qualified clinical judgment. Synthetic portfolio evidence only."
G04656,AI safety,Demo evidence record 4656. AI-generated clinical summaries should be grounded in source data and reviewed for unsupported claims. Context: care management. Use approved local policy and qualified clinical judgment. Synthetic portfolio evidence only.
